Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No.of.Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg.Price,Pur.Vol.No.Promo,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1157320,3,1,10,2,3,5,4,3,1,41,7,27,6550,42,852.5,1.56,155.95,13.02,65%,13%,22%,12%,0%,1%,6%,7%,0%,3%,2%,68.30%,34%,60%,0%,6%,60%,2%,8%,11%,11%,0%,1%,0%,7%,0%,0%
1157360,2,3,10,2,3,5,6,2,1,24,3,7,8125,12,1419,1.71,677.08,17.46,100%,0%,0%,72%,0%,0%,0%,0%,0%,7%,0%,20.60%,93%,7%,0%,0%,72%,17%,11%,0%,0%,0%,0%,0%,0%,0%,0%
1157420,2,0,0,0,3,0,0,5,0,0,5,20,16175,30,1702,1.5,539.17,10.52,100%,0%,0%,18%,32%,3%,0%,0%,0%,0%,1%,46.10%,18%,51%,32%,0%,50%,8%,0%,4%,1%,6%,0%,0%,0%,32%,0%
1157460,1,1,4,2,3,5,4,2,1,38,4,8,4700,11,573,1.38,427.27,12.19,100%,0%,0%,10%,0%,0%,43%,0%,19%,0%,0%,28.70%,26%,74%,0%,0%,65%,0%,10%,0%,6%,0%,19%,0%,0%,0%,0%
1157490,2,3,10,2,3,5,3,2,1,16,3,11,6075,19,861.5,1.73,319.74,14.18,81%,19%,0%,0%,0%,9%,0%,0%,67%,0%,0%,24.70%,18%,75%,7%,0%,4%,0%,0%,17%,0%,0%,67%,6%,0%,7%,0%
1157500,1,1,4,2,3,7,4,2,2,17,4,13,6900,16,624,1.23,431.25,9.04,100%,0%,0%,41%,24%,0%,0%,0%,0%,20%,0%,15.20%,0%,76%,24%,0%,41%,9%,20%,0%,0%,0%,0%,0%,0%,24%,7%
1157580,1,1,4,2,3,7,8,1,1,38,1,12,40400,16,3109,1.33,2525,7.7,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,12%,12%,0%,76%,94%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%
1157610,1,1,4,2,3,7,4,2,1,32,3,8,7875,13,853,1.63,605.77,10.83,89%,11%,0%,77%,0%,0%,0%,0%,0%,3%,0%,21.00%,7%,93%,0%,0%,97%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%
1157640,1,1,4,2,3,7,7,4,1,37,3,13,17575,39,1705,3,450.64,9.7,100%,0%,0%,48%,26%,0%,0%,0%,0%,0%,0%,25.70%,12%,61%,28%,0%,61%,0%,0%,0%,9%,3%,0%,0%,0%,28%,0%
1157670,2,1,4,2,3,5,5,2,1,16,6,21,8965,27,998.5,1.29,332.04,11.14,92%,8%,0%,29%,0%,3%,13%,1%,0%,0%,2%,51.80%,19%,52%,0%,29%,81%,5%,0%,6%,2%,5%,0%,0%,1%,0%,0%
1157700,1,2,4,2,2,6,3,2,2,21,2,7,6600,15,647.9,2.14,440,9.82,100%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,80.30%,5%,95%,0%,0%,48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,52%
1157730,2,1,4,2,3,7,7,2,1,20,7,29,12550,41,1478.5,1.41,306.1,11.78,96%,4%,0%,29%,4%,11%,6%,1%,0%,0%,3%,46.40%,16%,71%,4%,10%,44%,22%,0%,15%,2%,2%,0%,0%,1%,4%,11%
1157780,1,3,10,2,4,8,6,2,1,45,2,4,6300,10,744,2.5,630,11.81,100%,0%,0%,86%,0%,0%,0%,0%,0%,0%,0%,14.30%,14%,86%,0%,0%,93%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%
1157830,1,1,13,2,3,7,4,2,1,33,4,12,3750,15,506.5,1.25,250,13.51,47%,46%,7%,32%,0%,18%,0%,0%,0%,11%,0%,39.30%,29%,71%,0%,0%,44%,0%,11%,31%,0%,8%,0%,6%,0%,0%,0%
1157860,2,1,5,2,2,3,4,3,1,17,4,9,2675,11,290.5,1.22,243.18,10.86,66%,0%,34%,19%,50%,0%,0%,0%,0%,0%,3%,28.00%,31%,19%,50%,0%,47%,3%,0%,0%,0%,0%,0%,0%,0%,50%,0%
1157870,1,3,5,2,3,4,6,2,1,26,4,22,18200,39,2290.75,1.77,466.67,12.59,99%,1%,0%,31%,1%,0%,0%,0%,0%,0%,20%,48.20%,34%,65%,1%,0%,45%,25%,26%,3%,0%,1%,0%,0%,0%,1%,0%
1157910,1,1,5,2,4,7,4,4,1,32,1,1,6700,14,703.5,14,478.57,10.5,100%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0.00%,0%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1157950,1,3,10,2,3,8,4,2,2,25,5,24,4750,34,576,1.42,139.71,12.13,84%,6%,9%,6%,3%,0%,0%,0%,2%,29%,0%,59.50%,33%,64%,3%,0%,29%,0%,52%,2%,13%,0%,2%,0%,0%,3%,0%
1158030,2,0,0,0,3,0,0,5,0,0,2,3,1225,4,133,1.33,306.25,10.86,100%,0%,0%,73%,0%,0%,0%,0%,0%,0%,0%,26.50%,27%,73%,0%,0%,73%,0%,18%,0%,8%,0%,0%,0%,0%,0%,0%
1158080,3,0,0,0,3,0,0,5,0,0,3,3,750,3,57.5,1,250,7.67,100%,0%,0%,27%,60%,0%,0%,0%,0%,0%,0%,13.30%,13%,27%,60%,0%,27%,0%,0%,0%,13%,0%,0%,0%,0%,60%,0%
1158120,2,1,4,2,2,8,4,4,1,18,6,13,6250,18,699.5,1.38,347.22,11.19,96%,4%,0%,40%,7%,13%,10%,0%,5%,0%,0%,25.20%,8%,75%,7%,10%,66%,0%,0%,22%,0%,0%,5%,0%,0%,7%,0%
1158130,1,3,12,2,3,5,6,2,1,13,4,9,6975,12,758.5,1.33,581.25,10.87,97%,3%,0%,52%,0%,3%,0%,2%,0%,0%,0%,43.00%,2%,98%,0%,0%,95%,0%,0%,3%,0%,0%,0%,0%,2%,0%,0%
1158220,1,1,10,2,3,7,5,3,1,23,3,5,6325,16,826.5,3.2,395.31,13.07,100%,0%,0%,12%,0%,0%,0%,0%,76%,0%,0%,12.30%,5%,95%,0%,0%,14%,0%,0%,0%,0%,0%,86%,0%,0%,0%,0%
1160050,2,1,10,2,2,7,3,1,1,24,6,22,4100,32,594.5,1.45,128.13,14.5,96%,0%,4%,20%,0%,0%,2%,2%,0%,2%,4%,70.10%,40%,60%,0%,0%,48%,9%,37%,0%,0%,0%,0%,2%,2%,0%,2%
1160140,3,3,10,2,4,5,4,2,2,12,4,31,7915,51,1021.2,1.65,155.2,12.9,74%,24%,2%,13%,0%,0%,0%,0%,0%,9%,2%,76.60%,49%,39%,0%,12%,28%,3%,22%,15%,20%,0%,3%,0%,9%,0%,0%
1160280,1,1,4,2,4,5,7,4,0,15,6,29,11825,39,1437.25,1.34,303.21,12.15,100%,0%,0%,19%,22%,16%,0%,2%,0%,5%,0%,37.00%,23%,55%,22%,0%,40%,3%,7%,24%,3%,0%,0%,0%,2%,22%,0%
1160330,2,3,10,2,4,5,5,2,1,27,6,61,15725,82,2191,1.34,191.77,13.93,91%,4%,5%,9%,0%,0%,0%,0%,1%,4%,6%,79.70%,60%,38%,0%,2%,28%,22%,27%,12%,2%,5%,3%,0%,0%,0%,1%
1160540,1,1,10,2,3,7,6,4,1,24,4,13,14925,26,2101,2,574.04,14.08,48%,47%,5%,0%,0%,26%,0%,1%,2%,0%,0%,71.90%,6%,94%,0%,0%,2%,14%,0%,80%,0%,0%,2%,0%,1%,0%,2%
1160600,3,3,10,2,4,4,4,1,1,21,2,11,17275,31,1800,2.82,557.26,10.42,100%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,95.90%,8%,92%,0%,0%,92%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%
1160660,2,1,10,2,4,5,2,4,2,12,4,12,7400,26,585.5,2.17,284.62,7.91,96%,0%,4%,0%,4%,0%,11%,0%,0%,4%,0%,81.10%,4%,92%,4%,0%,11%,0%,4%,0%,0%,0%,0%,0%,4%,4%,77%
1160890,1,1,4,2,4,5,4,4,1,21,2,8,8600,23,1134.5,2.88,373.91,13.19,93%,0%,7%,77%,0%,0%,0%,0%,0%,0%,0%,23.30%,14%,86%,0%,0%,90%,0%,0%,0%,2%,7%,0%,1%,0%,0%,0%
1161010,2,1,4,2,4,7,4,4,1,1,5,27,11600,39,1313.25,1.44,297.44,11.32,98%,2%,0%,24%,25%,6%,0%,0%,0%,3%,0%,41.80%,19%,56%,25%,0%,39%,15%,3%,12%,3%,4%,0%,0%,0%,25%,0%
1161130,1,1,10,2,2,7,5,1,1,50,5,74,11615,123,2068.75,1.66,94.43,17.81,88%,11%,1%,10%,0%,14%,0%,8%,3%,0%,0%,64.70%,68%,32%,0%,0%,31%,3%,8%,30%,3%,5%,3%,1%,8%,0%,8%
1161270,1,3,10,2,4,5,3,4,1,26,4,4,3875,17,400,4.25,227.94,10.32,100%,0%,0%,8%,0%,0%,0%,0%,0%,83%,8%,1.90%,8%,92%,0%,0%,8%,10%,83%,0%,0%,0%,0%,0%,0%,0%,0%
1161340,2,3,10,2,4,5,2,4,1,30,5,17,2775,17,399,1,163.24,14.38,92%,8%,0%,0%,5%,8%,14%,16%,0%,0%,0%,55.90%,38%,57%,5%,0%,36%,18%,0%,14%,11%,0%,0%,0%,16%,5%,0%
1161390,1,0,0,0,4,0,0,5,0,0,1,1,225,1,58.5,1,225,26,100%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0.00%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%
1161500,1,3,10,2,4,5,5,4,1,22,7,20,15325,33,2031.5,1.65,464.39,13.26,93%,1%,5%,35%,3%,4%,0%,7%,0%,3%,3%,45.70%,24%,73%,3%,0%,65%,3%,5%,15%,0%,3%,0%,0%,7%,3%,0%
1161750,2,0,0,0,4,0,0,5,0,0,5,22,13075,43,1236.25,1.95,304.07,9.46,98%,2%,0%,22%,17%,2%,14%,0%,0%,0%,0%,45.50%,5%,67%,28%,0%,71%,0%,0%,2%,0%,0%,0%,0%,0%,28%,0%
1161780,1,0,0,0,4,0,0,5,0,0,2,3,825,3,75,1,275,9.09,100%,0%,0%,0%,0%,0%,36%,0%,0%,0%,0%,63.60%,0%,73%,27%,0%,73%,0%,0%,0%,0%,0%,0%,0%,0%,27%,0%
1161880,1,2,10,2,4,4,5,1,1,32,2,11,13175,45,1354,4.09,292.78,10.28,100%,0%,0%,0%,0%,0%,0%,0%,0%,2%,0%,97.70%,22%,65%,0%,13%,78%,1%,2%,3%,15%,0%,0%,0%,0%,0%,0%
1161920,3,3,10,2,4,5,2,4,1,28,4,17,7075,28,949,1.65,252.68,13.41,82%,18%,0%,27%,0%,0%,0%,0%,30%,11%,0%,32.20%,20%,80%,0%,0%,39%,0%,11%,3%,0%,10%,37%,0%,0%,0%,0%
1162150,1,3,10,2,4,5,6,2,2,38,4,24,9750,37,1682.5,1.54,263.51,17.26,78%,13%,9%,33%,0%,0%,0%,0%,7%,0%,4%,56.70%,55%,44%,0%,1%,70%,6%,5%,0%,0%,9%,7%,2%,0%,0%,2%
1162260,2,3,3,2,4,5,6,4,1,26,4,7,9075,27,2065.5,3.86,336.11,22.76,100%,0%,0%,13%,5%,0%,0%,79%,0%,0%,3%,0.00%,82%,13%,5%,0%,13%,3%,0%,0%,0%,0%,0%,0%,79%,5%,0%
1162360,1,1,10,2,4,5,4,4,1,26,5,23,5950,31,811,1.35,191.94,13.63,66%,24%,10%,28%,0%,0%,3%,0%,0%,15%,3%,51.30%,45%,55%,0%,0%,34%,5%,35%,20%,2%,4%,0%,0%,0%,0%,0%
1162440,1,1,10,2,4,5,5,4,1,28,2,6,16500,28,1750.5,4.67,589.29,10.61,92%,0%,8%,84%,0%,0%,0%,0%,0%,0%,0%,15.80%,2%,98%,0%,0%,98%,0%,0%,0%,2%,0%,0%,0%,0%,0%,0%
1162580,1,3,10,2,4,5,5,3,1,41,6,22,9975,26,1561,1.18,383.65,15.65,88%,12%,0%,13%,0%,15%,0%,5%,9%,2%,0%,56.90%,58%,34%,0%,8%,43%,2%,2%,26%,0%,9%,11%,2%,5%,0%,0%
1162600,2,1,12,2,3,7,6,3,2,44,6,29,11825,39,1268,1.34,303.21,10.72,96%,4%,0%,17%,8%,1%,0%,0%,0%,3%,1%,69.60%,17%,76%,8%,0%,59%,5%,3%,6%,2%,6%,0%,0%,1%,8%,10%
1162660,1,1,10,2,4,5,4,4,1,35,6,39,11625,53,1545,1.36,219.34,13.29,66%,33%,1%,14%,0%,6%,7%,0%,14%,0%,6%,51.80%,35%,55%,0%,10%,40%,25%,0%,14%,7%,0%,14%,0%,0%,0%,0%
1162680,3,1,6,2,4,5,2,4,1,12,4,16,3275,20,392.5,1.25,163.75,11.98,64%,25%,11%,0%,0%,0%,0%,5%,0%,6%,2%,87.00%,50%,13%,0%,37%,60%,7%,15%,5%,0%,0%,9%,0%,5%,0%,0%
1162890,1,3,10,2,4,7,5,4,1,35,5,28,7800,44,877.5,1.57,177.27,11.25,92%,5%,3%,14%,0%,1%,0%,3%,0%,13%,0%,69.20%,17%,61%,0%,22%,53%,2%,38%,5%,0%,0%,0%,0%,3%,0%,0%
1162960,2,1,4,2,4,5,6,3,1,23,4,24,5950,29,888,1.21,205.17,14.92,77%,23%,0%,5%,0%,8%,0%,3%,0%,0%,0%,84.50%,61%,22%,0%,17%,58%,0%,4%,14%,7%,8%,0%,0%,7%,0%,3%
1163000,1,3,6,1,4,5,5,2,1,35,3,11,7175,21,817.5,1.91,341.67,11.39,95%,5%,0%,74%,0%,0%,0%,0%,2%,0%,0%,24.00%,14%,86%,0%,0%,89%,0%,2%,7%,0%,0%,2%,0%,0%,0%,0%
1163230,1,3,10,2,4,7,6,3,1,35,3,17,11775,39,2333,2.29,301.92,19.81,87%,4%,9%,14%,0%,0%,0%,1%,0%,0%,0%,84.70%,98%,0%,0%,2%,85%,0%,2%,0%,6%,6%,0%,0%,1%,0%,0%
1163300,1,0,0,0,4,0,0,5,0,0,2,8,2550,9,415,1.13,283.33,16.27,100%,0%,0%,47%,0%,0%,0%,0%,0%,0%,0%,52.90%,39%,61%,0%,0%,71%,14%,0%,0%,0%,16%,0%,0%,0%,0%,0%
1163410,2,3,10,2,4,5,3,4,1,37,6,24,15550,64,1847,2.67,242.97,11.88,95%,0%,5%,5%,0%,1%,38%,6%,0%,17%,0%,33.60%,27%,73%,0%,0%,60%,11%,17%,1%,6%,0%,0%,0%,6%,0%,0%
1163560,1,1,4,2,4,5,2,4,1,16,2,11,2000,17,443,1.55,117.65,22.15,100%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,88.80%,100%,0%,0%,0%,68%,0%,0%,6%,0%,15%,0%,0%,11%,0%,0%
1163670,1,3,10,1,4,5,5,3,1,22,6,32,6635,40,971.8,1.25,165.88,14.65,86%,14%,0%,8%,0%,16%,0%,3%,12%,2%,0%,59.30%,48%,52%,0%,0%,40%,0%,6%,19%,12%,2%,12%,1%,3%,0%,4%
1163760,1,1,4,2,4,4,9,1,1,36,9,57,50000,95,6081,1.67,526.32,12.16,95%,5%,0%,22%,4%,4%,2%,2%,2%,12%,1%,51.20%,22%,64%,4%,10%,53%,7%,12%,10%,4%,0%,2%,4%,3%,4%,1%
1163830,1,1,4,2,2,7,4,2,1,49,4,11,3450,14,331,1.27,246.43,9.59,93%,7%,0%,0%,48%,0%,0%,0%,24%,0%,7%,21.70%,11%,41%,48%,0%,11%,13%,0%,4%,0%,0%,24%,0%,0%,48%,0%
1165010,1,0,0,0,4,0,0,5,0,0,5,21,13400,37,2096.5,1.76,362.16,15.65,95%,2%,3%,21%,0%,20%,0%,2%,0%,1%,0%,56.00%,57%,43%,0%,0%,27%,0%,2%,59%,7%,2%,0%,0%,2%,0%,0%
1165070,3,1,10,2,4,5,7,2,1,15,5,13,7975,23,961.5,1.77,346.74,12.06,91%,0%,9%,3%,2%,0%,0%,0%,8%,9%,0%,79.30%,64%,34%,2%,0%,3%,0%,82%,0%,0%,0%,8%,0%,0%,2%,6%
1165090,1,3,10,2,4,5,3,4,1,22,4,15,5800,19,1046,1.27,305.26,18.03,100%,0%,0%,3%,0%,0%,0%,14%,5%,0%,0%,78.00%,75%,23%,0%,2%,35%,16%,23%,0%,0%,0%,5%,0%,21%,0%,0%
1165100,2,1,4,2,4,6,3,4,1,17,5,20,5375,31,761.5,1.55,173.39,14.17,71%,20%,10%,22%,0%,13%,0%,0%,11%,0%,11%,43.30%,38%,62%,0%,0%,30%,14%,29%,13%,0%,0%,11%,0%,0%,0%,3%
1165160,1,0,0,2,4,6,3,4,1,27,3,24,8600,46,1033,1.92,186.96,12.01,71%,20%,9%,0%,2%,18%,0%,0%,0%,0%,0%,79.90%,17%,70%,2%,12%,36%,0%,0%,47%,15%,0%,0%,0%,0%,2%,0%
1165310,1,1,10,2,4,5,2,4,1,25,4,22,4725,26,711.5,1.18,181.73,15.06,98%,2%,0%,17%,0%,2%,0%,0%,0%,4%,0%,76.70%,56%,44%,0%,0%,44%,0%,4%,35%,0%,0%,0%,0%,0%,0%,17%
1165330,2,1,4,2,4,5,4,4,1,31,4,17,14625,28,2035.5,1.65,522.32,13.92,87%,5%,9%,61%,0%,0%,0%,0%,0%,3%,5%,30.90%,47%,53%,0%,0%,70%,10%,3%,1%,1%,11%,0%,0%,0%,0%,4%
1165390,3,1,4,2,4,4,3,4,1,19,5,24,9350,26,928,1.08,359.62,9.93,62%,38%,0%,13%,0%,7%,0%,0%,0%,13%,3%,63.90%,11%,68%,0%,20%,53%,6%,18%,7%,1%,0%,0%,0%,0%,0%,14%
1165460,2,3,10,2,4,5,6,3,1,23,3,17,9400,30,911,1.76,313.33,9.69,91%,0%,9%,40%,13%,0%,0%,0%,0%,0%,0%,46.80%,4%,82%,13%,1%,60%,17%,0%,0%,0%,0%,0%,0%,0%,13%,10%
1165720,2,3,5,2,4,4,4,4,1,31,6,38,9600,48,1185,1.26,200,12.34,60%,38%,2%,19%,2%,10%,0%,0%,10%,5%,0%,53.60%,24%,64%,2%,11%,39%,1%,5%,24%,2%,5%,10%,0%,0%,2%,12%
1166020,3,3,17,2,4,1,7,2,1,26,4,41,22085,61,2611,1.49,362.05,11.82,88%,5%,7%,56%,0%,0%,0%,0%,2%,0%,1%,40.60%,22%,73%,2%,4%,76%,3%,10%,1%,0%,1%,2%,4%,0%,0%,3%
1166080,2,1,10,2,4,8,2,4,1,21,6,23,8575,36,1001.5,1.57,238.19,11.68,100%,0%,0%,12%,3%,3%,20%,0%,0%,14%,0%,47.50%,31%,58%,3%,8%,46%,0%,30%,18%,2%,0%,0%,0%,0%,3%,0%
1166340,2,1,4,2,4,5,5,4,1,48,3,17,5635,22,770.8,1.29,256.14,13.68,91%,0%,9%,4%,0%,33%,0%,0%,0%,0%,0%,63.20%,24%,66%,0%,11%,21%,0%,17%,33%,0%,0%,0%,3%,0%,0%,25%
1166460,2,3,10,2,4,5,3,4,1,40,3,34,15625,49,1877,1.44,318.88,12.01,92%,8%,1%,0%,0%,0%,6%,0%,0%,0%,1%,93.30%,38%,57%,0%,5%,73%,1%,0%,5%,13%,0%,0%,0%,0%,0%,8%
1166470,3,1,10,2,4,5,2,4,1,29,2,15,6100,32,771,2.13,190.63,12.64,99%,0%,1%,48%,0%,0%,0%,0%,0%,0%,0%,52.50%,39%,61%,0%,0%,68%,0%,27%,0%,0%,0%,0%,4%,0%,0%,0%
1166740,2,3,10,2,4,3,5,1,1,38,4,13,6925,13,940.5,1,532.69,13.58,89%,11%,0%,6%,0%,0%,9%,0%,9%,0%,0%,76.20%,57%,43%,0%,0%,48%,0%,2%,36%,6%,0%,9%,0%,0%,0%,0%
1166870,2,3,10,2,4,4,6,4,1,13,3,6,8250,17,1315,2.83,485.29,15.94,56%,22%,22%,0%,0%,96%,0%,0%,3%,0%,0%,0.90%,1%,99%,0%,0%,0%,0%,0%,96%,0%,1%,3%,0%,0%,0%,0%
1166960,3,1,10,2,4,5,5,4,1,19,2,9,2800,12,281.5,1.33,233.33,10.05,100%,0%,0%,0%,0%,19%,0%,0%,0%,0%,0%,81.30%,0%,79%,0%,21%,39%,0%,0%,19%,0%,0%,0%,0%,0%,0%,42%
1166980,2,1,10,2,4,4,3,4,1,25,4,13,5300,28,676.5,2.15,189.29,12.76,100%,0%,0%,64%,0%,0%,0%,0%,3%,4%,0%,29.70%,26%,70%,0%,4%,76%,13%,5%,0%,0%,3%,3%,0%,0%,0%,0%
1167090,2,3,10,2,4,5,5,4,1,15,3,5,9025,22,1218,4.4,410.23,13.5,78%,22%,0%,4%,0%,0%,0%,0%,90%,0%,0%,5.80%,6%,94%,0%,0%,8%,0%,0%,0%,0%,2%,90%,0%,0%,0%,0%
1167230,3,3,10,2,3,5,4,4,1,29,5,23,5050,28,851,1.22,180.36,16.85,93%,7%,0%,0%,0%,9%,4%,9%,0%,0%,10%,67.80%,53%,37%,0%,10%,17%,43%,7%,15%,0%,4%,0%,0%,9%,0%,5%
1167340,3,3,17,2,4,4,9,4,1,13,4,19,29100,25,3302.75,1.32,1164,11.35,100%,0%,0%,25%,18%,2%,0%,0%,0%,0%,0%,55.80%,17%,65%,18%,0%,62%,13%,0%,3%,0%,4%,0%,0%,0%,18%,0%
1167350,2,1,4,2,4,5,2,4,2,20,3,15,5500,19,460,1.27,289.47,8.36,76%,19%,5%,0%,11%,0%,0%,3%,0%,0%,0%,86.40%,14%,51%,21%,15%,69%,15%,0%,0%,0%,0%,0%,0%,3%,14%,0%
1167670,3,3,10,2,4,4,6,4,1,15,3,9,12300,14,1385,1.56,878.57,11.26,100%,0%,0%,24%,0%,0%,58%,0%,0%,0%,0%,18.70%,10%,90%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
